H,S,V,contrast_0,contrast_45,contrast_90,contrast_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,ASM_0,ASM_45,ASM_90,ASM_135,label
23.974771,59.811073,91.48558,2.782107843137255,3.200553633217995,2.996844362745097,3.4551326412918124,0.6970929651304297,0.6764551864180405,0.6875750364624619,0.6730559404742665,0.4153705974682383,0.41173288639440353,0.4145623268559063,0.40967132349786056,0.9344117401994638,0.9244745801617285,0.9293493215475613,0.9184671237431797,0.17253273324112126,0.1695239697386668,0.1718619228481833,0.16783059329648872,EarlyBlight
62.189465,56.61215,80.60182,1.5528492647058818,2.134163783160323,1.373774509803921,1.5507881584006153,0.7972409235681978,0.7729032058799941,0.8042326200560341,0.7884961352813069,0.5171170078217117,0.5137251720794688,0.519085535622399,0.5155653859672142,0.9735072665366293,0.9636373868104201,0.9765657956782496,0.9735771486676067,0.26740999977848023,0.2639135524280798,0.2694497932923928,0.2658076672075226,EarlyBlight
80.385284,69.57591,94.33011,1.9702818627450978,2.7875124951941554,2.534742647058824,2.8263590926566695,0.7373808488326778,0.6997592958928288,0.7086442586978116,0.6978476385015205,0.42127020714419317,0.4155629566475525,0.4193058671433403,0.41622904459611065,0.9566787492761107,0.9386654561489166,0.9442667049127605,0.9378107018279958,0.17746858742731142,0.1726925709376556,0.17581741022082853,0.17324661756539106,EarlyBlight
70.20162,69.0731,79.13611,4.123406862745097,4.767750865051907,4.323544730392159,4.699653979238757,0.6550103083914235,0.6283428268599633,0.6437626869239811,0.6327757415967543,0.3967637854198988,0.3918665275291005,0.3965091082706638,0.3924733809463644,0.8845105842862109,0.8664715344472866,0.8789118919249502,0.8683786963778275,0.15742150142072753,0.15355937539771528,0.15721947294159702,0.15403535475147007,EarlyBlight
16.155483,39.98579,82.09056,2.3464460784313723,2.8941484044598247,2.662162990196079,2.8593002691272598,0.721121817514399,0.6938476126023125,0.7048194928767347,0.6931869152454521,0.43508290212144546,0.4303615948089925,0.4344145696979242,0.43114535455621855,0.9380056171611033,0.9234938931077973,0.9296642044704102,0.9244150950622798,0.18929713171841928,0.18521110228653942,0.18871601836583266,0.1858863167554074,EarlyBlight
17.61935,62.519325,93.12962,1.8266544117647041,2.422237600922724,2.088082107843136,2.392925797770088,0.7481675817699978,0.717263461900643,0.7325585050436467,0.7221373994537069,0.4455996177399675,0.4407358857575401,0.4446326512958553,0.4407123326646208,0.9622309998859389,0.9498898721854857,0.9568255643424607,0.9504962611713946,0.19855901933000514,0.1942481209944834,0.19769819459838164,0.19422736016269138,EarlyBlight
38.782867,82.36714,93.98102,1.4302389705882357,2.1791618608227608,1.8699142156862745,2.1468050749711645,0.7645831306062747,0.7112386041813847,0.726658576367063,0.7125320721645945,0.3727582069044498,0.36474101789462315,0.3699093957554457,0.36547884629699584,0.9680295092871812,0.9512534965928718,0.9582062594837895,0.9519772982726213,0.13894868081462058,0.13303601013480582,0.13683296106815895,0.1335747870905831,EarlyBlight
28.4852,65.2336,81.75525,4.126945465686275,4.247489427143408,4.125490196078431,4.530734332948867,0.6153280788667782,0.6090408904472006,0.6167058823472629,0.6018208951675076,0.32197155658859766,0.3184792225886738,0.3214398469659049,0.3169034511814151,0.8565773268367224,0.8521484288908494,0.8565862874655554,0.8422889040412579,0.10366568325208454,0.10142901522068604,0.10332357521746434,0.10042779737069155,EarlyBlight
48.84206,70.381516,75.45628,2.1041973039215693,2.528688965782391,2.347518382352942,2.7191695501730107,0.746881401737147,0.7277177651652356,0.736946834330715,0.7240919770447887,0.45343934696303223,0.4495756427354854,0.45257237937253975,0.4486387447361586,0.9511903109954382,0.9413887810899287,0.9455461510374553,0.9369737267353172,0.20560724137426112,0.20211825854102478,0.20482175857092202,0.20127672327843607,EarlyBlight
43.612354,58.03103,76.48453,1.3584558823529398,2.0567166474432925,1.4794117647058822,1.7052518262206837,0.8111824161154905,0.7766283883911133,0.7968401560035369,0.7853386575564386,0.5361514578954224,0.5308608535897101,0.5357341623195164,0.5330210908955847,0.9721165886300075,0.9578221114293026,0.9696338708111366,0.9650297372753206,0.28745838580338684,0.2818132458739957,0.28701109267619396,0.28411148333951913,EarlyBlight
18.642653,57.01668,66.44504,2.197824754901961,2.379607843137255,2.094454656862745,2.6534102268358337,0.7398826197794459,0.7284999494543787,0.7453506125610264,0.7199020871490273,0.47571928712567907,0.4735696643627389,0.47583674405130716,0.4697399316678943,0.931195471716135,0.9255459893671769,0.9344309337662839,0.9169791636649215,0.22630884014336428,0.2242682270046372,0.2264206069893492,0.22065560340335802,EarlyBlight
24.882086,52.79593,91.13971,3.327665441176469,3.9552787389465585,3.5670343137254887,3.7141099577085734,0.6757684027788118,0.6476381414185172,0.6636090089567864,0.6549763582170096,0.37048583798132145,0.36415342726398986,0.3696777315768047,0.36651800728429945,0.9113155641219499,0.8944243279860069,0.9049362288780598,0.9008616887457653,0.13725975614472197,0.13260771858810996,0.1366616252237721,0.1343354496636538,EarlyBlight
69.45967,84.03493,103.04213,1.510891544117647,2.4615916955017303,2.145710784313724,2.361414840445983,0.7636976500448229,0.7069095172627226,0.7226616537508235,0.7045273944938809,0.3685816055581804,0.3585716411860037,0.36341589687263964,0.359286879284656,0.9658848609801259,0.9443155084251244,0.9515374034615217,0.9465816523515811,0.13585239995584608,0.1285736218628242,0.13207111409974504,0.12908706162610697,EarlyBlight
15.8958235,55.843674,84.47392,2.8599877450980378,3.432587466359093,3.0548713235294134,3.1912956555171097,0.6917263124573472,0.6667596740705942,0.6833400832322378,0.6700549801613844,0.39976180749331214,0.3947811432046299,0.3994606350327428,0.3958157186753992,0.9190627853524383,0.9027591574937417,0.9135476099654742,0.9095946479819187,0.15980950273031994,0.1558521510299545,0.15956879894076217,0.15667008315052278,EarlyBlight
82.83016,77.2189,101.91351,1.7197610294117647,2.1870357554786612,1.82625612745098,2.3745636293733186,0.7518712490723171,0.7212396310438594,0.7425507910335725,0.7193466041564699,0.41144840119942,0.4066427893169592,0.41094660108032327,0.40490328331900116,0.9660492102080362,0.9567779210445758,0.9639468293390845,0.9530718341406392,0.16928978684955887,0.16535835810347685,0.16887710893947036,0.16394666884250733,EarlyBlight
41.838078,60.515675,77.44095,3.4792585784313728,4.337039600153785,3.420557598039216,3.7282583621683987,0.671906503340391,0.6461306676625884,0.6726131720084626,0.6623611423643065,0.4049303785301012,0.398391560038241,0.40474272864498945,0.40243393350961837,0.9069220365609122,0.8839833827513403,0.9084855395899227,0.9002683953761138,0.16396861145653108,0.15871583510970338,0.16381667639099157,0.16195307084002392,EarlyBlight
19.883213,57.25542,75.63652,3.463756127450982,3.7708112264513662,3.4995863970588257,3.9120184544405987,0.6750121531971075,0.6556675860864768,0.672273487626239,0.6551271543531437,0.3845326996958991,0.38090431419122633,0.3845299041392196,0.37933360740534233,0.8889666957769016,0.879070590557874,0.8878330076771237,0.8745420927642994,0.14786539713541652,0.14508809656948848,0.14786324717731741,0.1438939857071504,EarlyBlight
45.33871,72.766594,85.90816,2.0850796568627445,2.5653825451749324,2.035906862745097,2.357216455209535,0.7289699325786706,0.7062107269836766,0.7326414920910271,0.7101657882389791,0.4155766141015765,0.40972872185541237,0.41583007571955105,0.41225045867077964,0.9519214600834348,0.9408333513078726,0.9530553046044393,0.9456343857336195,0.1727039221881306,0.16787762551326987,0.17291465187292757,0.16995044067426818,EarlyBlight
15.841558,46.57985,82.89902,2.703125,3.277693194925029,2.689276960784316,2.910388312187621,0.7015497850735201,0.6707235222494289,0.7028896906564692,0.681927709800978,0.3756719145711791,0.36871584737899604,0.3752952154203945,0.370904802953085,0.9129281653279949,0.8942660845317562,0.9133742320770797,0.9061148394678697,0.14112938739757527,0.1359513761084111,0.14084649871744032,0.1375703728536668,EarlyBlight
20.962397,61.484463,76.82178,3.7240655637254876,4.178131487889271,3.880147058823531,4.108558246828142,0.6499478805339816,0.6294406365328022,0.6408161118882242,0.6303347989757111,0.3635167165610331,0.35793693757455397,0.36219314153580934,0.35869001578782017,0.8797798848677973,0.8650280225761864,0.8747380064567999,0.8672755435072756,0.1321444032193145,0.12811885128025016,0.13118387177557883,0.12865852742586667,EarlyBlight
37.04989,60.933872,92.93767,2.4899203431372565,3.342283737024223,3.052879901960784,3.373410226835833,0.7006849375420576,0.6565710187670766,0.6728362256121541,0.6590152333360887,0.3893065630931902,0.38353828652700017,0.38823831382902324,0.38410378765717146,0.9418583171114014,0.921868015550637,0.9287127495279103,0.9211403770228302,0.1515596000674321,0.1471016172320673,0.15072898832480314,0.14753571969258547,EarlyBlight
74.79087,79.53111,113.70039,2.5484681372549,3.4210688196847374,2.7305912990196077,3.202014609765476,0.6912918986488367,0.6553772908022865,0.6776282990802917,0.6594041449811052,0.34399995499759967,0.3369008808634183,0.3424683277611399,0.3391109976087265,0.9523869971189004,0.9359613033528309,0.948977441679367,0.9400616788435946,0.1183359690383506,0.11350220352654716,0.11728455551951154,0.1149962686991857,EarlyBlight
15.883744,57.159054,93.32855,2.272303921568627,2.854379084967322,2.4302696078431367,2.529611687812381,0.7197166855013165,0.6917418855677707,0.714348172014915,0.6973599436301063,0.3910325794402832,0.38501119605190165,0.39042814027409034,0.3873904256130465,0.9467775742229,0.933080538608428,0.9430718938236948,0.9406943251150104,0.15290647818372138,0.14823362108531585,0.15243413271788478,0.1500713418566573,EarlyBlight
28.741766,66.584885,100.23808,2.0740808823529413,2.363737024221453,2.1143382352941167,2.889965397923877,0.7217724684710146,0.6999674009570613,0.7182581681035278,0.6861959577718417,0.3942081533932082,0.3904201145416606,0.39360288472962784,0.3872276480474219,0.9578051826326617,0.9518528784570033,0.9569861925587937,0.9411340966261984,0.15540006820168317,0.1524278658387234,0.1549232308674847,0.14994525141233803,EarlyBlight
18.337051,61.48347,80.576126,2.5918198529411764,2.9636293733179575,2.684252450980392,3.339853902345251,0.7029359321276462,0.6809412071102882,0.6953310262336408,0.671569647118381,0.38936303626370883,0.3848953089392417,0.38838736566042986,0.38271215395947333,0.9261533459562178,0.915510782513906,0.9235197377283845,0.9047851106931422,0.15160357400849425,0.1481443988434343,0.15084474580464846,0.1464685927882996,EarlyBlight
30.794405,46.054783,67.073044,1.6375612745098036,2.5369627066512885,1.9083946078431366,1.9554325259515575,0.7590731216240256,0.7202251159991141,0.7481966711977337,0.7387266758994896,0.4519960001048997,0.44532442772665914,0.45117565822091765,0.4486498950872531,0.9414997793981332,0.9093763397407076,0.931824532436103,0.9301493662373495,0.2043003841108285,0.19831384593007645,0.2035594745710783,0.20128672836180322,EarlyBlight
36.45105,69.11501,105.08104,2.13000919117647,2.6299577085736274,2.3494791666666663,2.7146328335255667,0.7111652521832614,0.6794562155644436,0.7019608486527045,0.6822035463069587,0.37566468677242676,0.37056959554996877,0.3745098308645072,0.36917073261061906,0.9561844033845791,0.9457993057278248,0.9516581111026265,0.9440542368844865,0.1411239568878255,0.13732182514606744,0.14025761341416176,0.1362870298162612,EarlyBlight
93.415436,97.52901,88.92139,1.6996323529411759,2.0496270665128797,1.7905790441176466,2.489304113802384,0.7703690834824293,0.7438287561421614,0.7614394915732617,0.7316203436752788,0.39859129030601853,0.39477424596719957,0.3990899968674725,0.39145350467957973,0.9643101725811519,0.9569845850778196,0.9624054382074653,0.947757101210318,0.15887501670781673,0.155846705278971,0.1592728255996792,0.15323584632592574,EarlyBlight
31.673557,61.53663,87.31676,3.1691482843137253,3.244567474048446,3.243933823529412,3.835017301038063,0.6631155137937986,0.6580510150273938,0.6635445833991549,0.6416892681838579,0.39448946341294155,0.39199318202481315,0.39428511788214504,0.3886088573273298,0.9196345886394146,0.9176531922860164,0.9177344740707052,0.9026676324981578,0.15562193674383054,0.15365865475393828,0.155460754183337,0.151016843993253,EarlyBlight
20.42766,59.868244,73.50279,2.7230392156862733,2.8853825451749335,2.757261029411763,3.1120645905421,0.7004286659489004,0.685738026212444,0.7000115587476856,0.6806281779799532,0.3940737422891989,0.39066608773184835,0.3941688421734228,0.38800877888108887,0.9072524858809038,0.9016737207180665,0.9060854846889103,0.8939489903550273,0.15529411436181395,0.15261999210370822,0.15536907614033668,0.15055081248879373,EarlyBlight
26.890993,57.35739,96.164185,3.84877450980392,4.110603613994617,3.9127450980392147,4.3629988465974625,0.6320717907937192,0.6148562302250393,0.6275511766386119,0.6054000856120473,0.27699094969147003,0.27353585063485003,0.27794150405127294,0.2708186708426461,0.8877582723509112,0.879838835751756,0.8859368580706031,0.8724608102356882,0.07672398621098249,0.074821861582531,0.07725147967428377,0.07334275247697748,EarlyBlight
26.343231,63.02314,92.47261,3.03017769607843,3.471664744329105,3.0051011029411767,3.62640522875817,0.6869082891495691,0.6666730689388763,0.6787089842954588,0.6582873195975963,0.40018578321122106,0.3964275110828877,0.3999938893978904,0.39564050028716685,0.9349570821975833,0.9254299243832669,0.9354978388878342,0.9221061558690163,0.16014866108437842,0.15715477154337304,0.15999511155565177,0.15653140546747968,EarlyBlight
58.1093,80.20632,90.44998,2.0619485294117643,2.7939869281045766,2.422748161764706,2.6229757785467136,0.7271741404977206,0.6881603500128882,0.7072669152917471,0.6944416891189005,0.38173722577763597,0.3748303573205927,0.38007031658106877,0.37639741639133384,0.952877958770212,0.9361196382660276,0.9446391820275326,0.9400295562522554,0.14572330954440582,0.14049779676908322,0.14445344554603384,0.14167501506607114,EarlyBlight
13.588847,48.911655,86.136734,3.3046262254901944,4.1038985005767,3.9468443627450993,4.301576316801232,0.6806050814008573,0.6585394421053132,0.6669036001704414,0.6599713535272829,0.4473439890017045,0.4446082487699525,0.44714462669386096,0.4422231027175301,0.9300697865897946,0.9131538475993827,0.9164796107787676,0.9089706160327022,0.20011664449595712,0.19767649487428396,0.19993831718119226,0.1955612725771192,EarlyBlight
60.33884,40.687454,60.627014,2.294240196078432,2.5130334486735886,2.2971200980392155,2.6107497116493663,0.7127136345032045,0.694520459840328,0.7086157480791012,0.690293530186031,0.4181283327837932,0.41365792722429673,0.41795800211965994,0.4137309947510079,0.8831949215828379,0.8720037229291124,0.8830482991084615,0.8670267426677554,0.1748313026765545,0.17111288075550157,0.17468889153585765,0.1711733360176585,EarlyBlight
17.25872,59.625225,84.23955,1.9156556372549005,2.35115724721261,1.8880821078431362,2.2269896193771612,0.7486961224494788,0.7300298040740091,0.7514899160618312,0.7302171484203391,0.45758563112332273,0.4526063718842225,0.45778924211811933,0.45402631977787444,0.9564689668522863,0.9465702791016191,0.9570955430486969,0.9493919711461342,0.20938460981052956,0.2048525278701991,0.2095709901990821,0.2061398990510407,EarlyBlight
26.16439,56.676643,87.96442,4.262377450980391,4.735009611687814,4.285937500000005,4.437831603229523,0.6145959468317446,0.5985092361777379,0.6161861183180982,0.6071516663410852,0.33847676422388584,0.33309079163214667,0.3384463568314423,0.33534924181577286,0.882587847176284,0.8693933600529266,0.8819401109879105,0.8775905644584535,0.114566519919472,0.11094947547013015,0.11454593645247596,0.11245911398641371,EarlyBlight
40.748158,71.78052,89.131454,1.94797794117647,2.678031526336026,1.9728400735294107,2.0626374471357174,0.7560555300783822,0.7230656088632486,0.7541121264259435,0.7451238430276489,0.4374428056462755,0.43128839574426286,0.4377823766390139,0.43502820522479607,0.9617413112789919,0.9474142723939111,0.9612598114080718,0.9594981357491494,0.1913562082116852,0.18600968030365989,0.19165340929570343,0.1892495393411073,EarlyBlight
29.270561,56.359573,81.34885,2.92824754901961,3.50889657823914,3.298100490196081,3.3836831987697056,0.7040367151847404,0.6827025467883265,0.6921580322525145,0.6866217043081265,0.47159988071473025,0.46648181806315087,0.47122514794502196,0.4687321746136965,0.9331226647032647,0.9198783897827522,0.9246757083775183,0.9227374930250787,0.22240644749014782,0.2176052865835026,0.2220531400558078,0.21970985151808484,EarlyBlight
16.594105,47.784195,70.255066,2.5731004901960786,3.1635524798154537,2.8990502450980404,3.197416378316033,0.7311806443952553,0.7109854963824329,0.7212960853420117,0.7098424776806647,0.4951311153500732,0.49093739894045896,0.4948665245116928,0.49094385133034213,0.9369555769205339,0.9225619242621355,0.9289709926588198,0.921732996914738,0.24515482138780748,0.24101952967842333,0.24489287708228183,0.2410258651590691,EarlyBlight
21.148716,53.848812,89.165146,2.109160539215686,2.7388850442137644,2.303921568627451,2.392556708958094,0.7241380218723503,0.6906506047299267,0.7107062392728543,0.6970359072689469,0.39649079055735703,0.39006233605072255,0.3955603269309825,0.3922280991604151,0.9450037465482436,0.9285009393728112,0.9399296011418001,0.9375419003292023,0.15720494699679796,0.1521486260053468,0.15646797224174575,0.15384288177099242,EarlyBlight
80.67865,70.105515,82.51955,2.290962009803922,2.9371011149557855,2.7982689950980406,3.333810073048829,0.7040090156261186,0.6719926424258467,0.6826174357607407,0.6618685728250346,0.39369892923280175,0.3897302391804228,0.3925561937645482,0.3873689754787235,0.9381950332165336,0.9207606869436838,0.9245141414514231,0.9100579741391016,0.15499884687905466,0.15188965933162957,0.15410036526290952,0.1500547231634359,EarlyBlight
14.596902,46.15349,80.82881,3.2644607843137257,3.9793617839292597,3.1806985294117656,3.350157631680123,0.7010813159016331,0.6770607918172444,0.6983663543814692,0.6871415165358807,0.44837786463790613,0.442757470149625,0.448305487835834,0.4454677355911906,0.917038436670056,0.89885159904139,0.9191671335893437,0.9148448656334202,0.20104270949724848,0.1960341773732961,0.20097781042372515,0.1984415034527429,EarlyBlight
17.62935,48.38727,87.57019,2.149969362745098,2.582914263744713,2.3858762254901964,2.6621145713187238,0.7373841704156865,0.7096781360405635,0.7219751072244802,0.7113992939715094,0.4664954205206389,0.4614396526600013,0.4655765489684876,0.4624758850591317,0.9560466535465146,0.9471933177059138,0.9512238424643372,0.9455740980754521,0.21761797736672772,0.21292655304698266,0.2167615229494065,0.21388394426122717,EarlyBlight
13.023793,39.75018,72.23483,3.5498774509803925,4.039184928873511,3.6458639705882363,3.899454056132257,0.6893167346049465,0.6756314080006252,0.6847164088418268,0.6755017310678865,0.4811250103727067,0.4775932211774665,0.4809223216157519,0.47775084028457476,0.9048488590675302,0.8917748631356058,0.9022760302921882,0.8955187850141266,0.23148127560613713,0.22809528491466843,0.2312862794282847,0.22824586539261726,EarlyBlight
22.423517,55.006966,93.826065,1.7316789215686272,2.3233371780084595,1.91064644607843,2.243644752018455,0.7688379507849827,0.7345082880714404,0.7552850662038778,0.7357465423394751,0.4335437693193123,0.42715870009451373,0.43268810380357176,0.4284499073049643,0.9646668046225788,0.9525701454660074,0.9610190298274892,0.95419702992908,0.18796019991559712,0.18246455506643475,0.1872189951731305,0.1835693230696325,EarlyBlight
11.067836,41.527332,64.47945,2.279289215686275,3.1273817762399068,2.682628676470588,2.6908112264513657,0.7554298577072653,0.7298134371196447,0.7417812074537303,0.7362258905340134,0.5422625540888113,0.5368281096358077,0.5418249530629698,0.5402607170827298,0.9352372435714563,0.9112299833126596,0.9237769273127612,0.9236219385527786,0.29404867756692105,0.2881844192951548,0.2935742797616894,0.29188164242274545,EarlyBlight
65.459305,69.3526,93.07498,2.045251225490196,2.598754325259517,2.19001225490196,2.6899807766243744,0.7521282681452006,0.725857205974966,0.7403986140453643,0.7244355103811405,0.43316940362622725,0.4287457755047439,0.43143629449678933,0.42772446612521314,0.9632719603376927,0.9533392644225444,0.9606684327770437,0.9517012894775528,0.18763573223790136,0.18382294001316427,0.18613727620912032,0.1829482189220986,EarlyBlight
84.441574,89.6239,87.83107,2.370435049019607,2.936685890042291,2.4051776960784337,2.696316801230297,0.70777481749495,0.6823926061419527,0.7079364690308968,0.6897933898007287,0.38912938643481354,0.38351607888595723,0.38887696635140206,0.3856147175045706,0.9424240408155887,0.9286473028904518,0.9415801698857157,0.9344875539185432,0.15142167938713444,0.14708458276405975,0.15122529495866951,0.14869871035612978,EarlyBlight
16.94309,49.6129,70.22098,3.4543504901960786,3.815055747789311,3.3397671568627447,3.6042752787389483,0.6905792623485371,0.6705204820370393,0.6888400028405617,0.6800920385362286,0.438268160358355,0.4333662924514401,0.4384654125695798,0.4354116275482687,0.8914572866249548,0.8801353309257042,0.895057727849102,0.8867578111305314,0.19207898038389676,0.18780634343310712,0.19225191801981187,0.18958328540423222,EarlyBlight
11.227809,44.146904,83.35216,2.3583333333333334,3.0008458285274915,2.4043811274509808,2.5086043829296445,0.736163592596925,0.7089158040446583,0.7286136413321422,0.7176344228833362,0.4462148704392212,0.44095500051072856,0.44563325360660816,0.44222957277672514,0.946225544099908,0.9315718771048357,0.9451755673900514,0.9427964317998002,0.19910771060109095,0.1944413124754166,0.19858899672001157,0.19556699503828484,EarlyBlight
60.060356,69.23885,75.48416,1.4757352941176463,2.4216839677047295,1.9221813725490182,2.1096808919646297,0.7765997310152124,0.7407265238571213,0.7601778092746194,0.7498267766930884,0.49551917165470455,0.4896924568846868,0.4942389829882635,0.4912953880451544,0.9681448578226433,0.9477888762749439,0.9585105041062214,0.9545156171460392,0.24553924947736458,0.23979870232976086,0.24427217230527304,0.2413711583144388,EarlyBlight
66.23743,73.18725,91.20326,3.054166666666667,4.008642829680892,3.198161764705884,3.3485582468281447,0.6764415561078218,0.6415020491890014,0.6718635340465081,0.6627103551836612,0.37861168373563986,0.3718252567315512,0.37831351597749896,0.3758261443480797,0.9311144950932376,0.9095426677533179,0.9278667433772653,0.9244378562145893,0.14334680706113617,0.13825402154348396,0.14312111637125735,0.14124529077554362,EarlyBlight
39.735252,71.409874,109.273346,2.2342064950980385,2.4607612456747403,2.2438725490196076,2.9399615532487493,0.7080103005295335,0.6887209358217524,0.7055385274498809,0.6711677605648846,0.30840756737924235,0.3036536493867865,0.30713752612804646,0.3005049427444485,0.9510701963898354,0.945971492123809,0.9508366094455989,0.9354501297982386,0.09511522761678193,0.09220553878591349,0.09433345995605642,0.09030322061384428,EarlyBlight
24.366386,54.187527,85.71175,2.824264705882354,3.145436370626684,2.9548713235294133,3.3553556324490597,0.6917931229142563,0.6696129884994875,0.6851281974871737,0.6639342098040804,0.39220137519282483,0.3882881641287261,0.3916270494030923,0.3859057828065813,0.9183005710831156,0.908892206631717,0.914522424490729,0.9028118799372278,0.15382191870314296,0.15076769840245652,0.15337174582417207,0.1489232732035603,EarlyBlight
